   1.0006000e+00   6.1907000e+00  -7.0958000e+01   2.2769000e+02  -2.0857000e+01   2.1352000e+01   5.3857000e-01  -5.1103000e-01  -2.1552000e-01   1.9513000e+01   3.4142000e-03   9.9439000e-01   2.5844000e+04   1.0000000e+00
   1.0002000e+00  -7.9712000e-02   3.5809000e+02   2.2866000e+02  -1.8056000e+01   3.8243000e+01   4.8459000e-01  -3.8271000e-01  -3.7614000e-01   3.6137000e+01   4.4818000e-03   9.9446000e-01   1.3970000e+04   7.0000000e+00
   1.0022000e+00   1.4199000e+03   4.2729000e+03   2.2501000e+02  -2.7044000e+01   4.6750000e+01   5.3458000e-01  -1.5495000e-01   2.5136000e-01   3.7916000e+01   5.7516000e-03   9.9342000e-01   7.8920000e+04   1.0000000e+00
   1.0002000e+00  -9.5219000e-02   2.5762000e+02   2.2751000e+02  -2.1285000e+01   3.5474000e+01   4.6143000e-01  -4.2758000e-01  -3.6277000e-01   3.3874000e+01   1.1450000e-02   9.9446000e-01   7.6565000e+04   1.0000000e+00
   1.0024000e+00   2.2870000e+03   8.9720000e+03   2.2799000e+02  -2.0189000e+01   4.7895000e+01   9.5150000e-01   3.8795000e-01   5.1295000e-01   1.4164000e+01   1.7189000e-02   9.9326000e-01   4.9072000e+04   5.0000000e+00
   1.0000000e+00  -8.3453000e-02   1.0091000e+02   2.2841000e+02  -1.8806000e+01   2.8996000e+01   4.9673000e-01  -4.6347000e-01  -2.1834000e-01   2.7412000e+01   1.5647000e-03   9.9446000e-01   7.5348000e+04   1.0000000e+00
   1.0005000e+00   8.3561000e+02   2.2933000e+03   2.3022000e+02  -1.2411000e+01   3.4214000e+01   5.9180000e-01  -3.2940000e-01   6.9384000e-02   3.0294000e+01   5.1952000e-03   9.9441000e-01   1.4402000e+04   1.0000000e+00
   1.0010000e+00   1.2000000e+03   3.8580000e+03   2.2873000e+02  -1.7904000e+01   3.7131000e+01   7.5222000e-01  -1.8671000e-01   3.4819000e-01   2.8942000e+01   4.0150000e-03   9.9424000e-01   7.8423000e+04   1.0000000e+00
   1.0002000e+00  -9.0139000e-02   3.5802000e+02   2.2791000e+02  -2.0239000e+01   2.3322000e+01   4.5533000e-01  -5.1307000e-01  -1.5511000e-01   2.1874000e+01   7.3114000e-03   9.9446000e-01   5.9241000e+04   1.0000000e+00
   1.0010000e+00   2.0726000e+02   2.7399000e+03   2.2806000e+02  -1.9869000e+01   5.3588000e+01   5.2967000e-01  -2.1473000e-01   2.5247000e-01   4.8674000e+01   8.1516000e-03   9.9426000e-01   6.8933000e+04   8.0000000e+00
   1.0008000e+00   1.1306000e+02   2.2243000e+03   2.3091000e+02  -9.0910000e+00   4.0931000e+01   5.3647000e-01  -2.9640000e-01   7.5348000e-02   3.7324000e+01   5.0248000e-03   9.9434000e-01   2.0097000e+04   1.0000000e+00
   1.0008000e+00   1.7404000e+03   5.2469000e+03   2.3101000e+02  -8.4886000e+00   5.8603000e+01   7.5246000e-01   8.5571000e-02   1.4106000e-01   4.3560000e+01   2.2617000e-02   9.9434000e-01   2.3317000e+04   1.0000000e+00
   1.0011000e+00  -9.3864000e-02   3.7112000e+02   2.2752000e+02  -2.1335000e+01   3.9701000e+01   4.9409000e-01  -3.9481000e-01  -1.6061000e-01   3.7891000e+01   5.1422000e-03   9.9420000e-01   6.7608000e+04   1.0000000e+00
   1.0003000e+00  -2.8896000e-02   4.8988000e+02   2.3126000e+02  -6.6977000e+00   4.5554000e+01   4.3865000e-01  -3.4084000e-01  -1.3133000e-01   4.4170000e+01   3.1522000e-03   9.9444000e-01   6.5159000e+04   1.0000000e+00
