 generated by gen_fbm.py
 N=   3001 Emin= 0.000000E+00   rng_seed=        100001
 "AC" FILE 63887A01.DATA9  TIME =  5.8906E+00 +/-  1.2500E-02 sec.           
  tokamak: ???? NLSYM=F #= 1 A= 2.0 Z= 1.0 NEUTRAL BEAM                      
 host=login113                               date=29-Mar-2018 09:30:07
  R(cm)  Z(cm)  vpll/v  E(eV) -- 4(1x,1pe13.6)  (get_fbm)
  1.848057E+02   1.930808E+00   4.689206E-01   6.000000E+04
  1.957832E+02  -1.160236E+01   3.545185E-01   6.000000E+04
  1.967500E+02  -1.266898E+01   1.916672E-01   6.000000E+04
  2.059364E+02  -1.338647E+01   5.224135E-01   6.000000E+04
  2.086462E+02  -5.987466E-01   3.878272E-01   6.000000E+04
  1.754280E+02   2.445895E+00   4.611006E-01   6.000000E+04
  1.935115E+02   2.140816E+01   2.884395E-01   6.000000E+04
  1.748072E+02   9.576537E+00   2.486245E-01   6.000000E+04
  1.873091E+02  -5.984183E+00   4.680842E-01   6.000000E+04
  1.953657E+02   2.057453E+01   4.536096E-01   6.000000E+04
  1.713641E+02  -6.966616E-02   2.825736E-01   6.000000E+04
  2.045801E+02   2.601168E+01   3.007682E-01   6.000000E+04
  1.951551E+02  -3.355059E+01   3.432007E-01   6.000000E+04
  1.887376E+02   5.649040E+00   3.159419E-01   6.000000E+04
  1.830843E+02   1.681988E+00   5.558430E-01   6.000000E+04
  1.829252E+02  -1.177536E+01   2.853162E-01   6.000000E+04
  2.051597E+02   1.405732E+01   2.641557E-01   6.000000E+04
  2.037128E+02   1.707482E+01   3.705533E-01   6.000000E+04
  2.077367E+02   8.503089E+00   2.198999E-01   6.000000E+04
  1.919249E+02  -9.130007E+00   4.018031E-01   6.000000E+04
  1.918115E+02  -2.001707E+00   2.937311E-01   6.000000E+04
  1.951049E+02  -5.292020E+00   4.161271E-01   6.000000E+04
  2.075074E+02   9.713507E+00   2.319973E-01   6.000000E+04
  1.587617E+02   1.262114E+01   2.939754E-01   6.000000E+04
  1.508699E+02  -1.801130E+01   4.192190E-01   6.000000E+04
  1.657526E+02   2.629721E-01   3.505931E-01   6.000000E+04
  1.905434E+02   3.701308E+00   1.889053E-01   6.000000E+04
  1.792785E+02   1.319162E+01   2.280501E-01   6.000000E+04
  1.877543E+02  -6.342010E+00   3.880041E-01   6.000000E+04
  2.229778E+02   1.056930E+01   3.321003E-01   6.000000E+04
  1.547708E+02   7.043518E+00   2.040453E-01   6.000000E+04
  2.072491E+02   3.939048E+00   2.832204E-01   6.000000E+04
  1.764911E+02   1.191124E+00   4.583906E-01   6.000000E+04
  1.821040E+02  -7.261741E-01   3.195516E-01   6.000000E+04
  1.901520E+02  -5.492064E+00   2.888369E-01   6.000000E+04
  1.861178E+02  -6.944610E+00   3.231209E-01   6.000000E+04
  1.731353E+02  -9.661405E+00   3.805797E-01   6.000000E+04
  2.176014E+02  -3.816736E+00   3.061049E-01   6.000000E+04
  2.067326E+02   3.037459E+00   5.132842E-01   6.000000E+04
  2.050131E+02   1.106276E+01   2.616080E-01   6.000000E+04
  1.934192E+02  -1.523112E+00   4.246524E-01   6.000000E+04
  1.962487E+02   1.161811E+01   4.025954E-01   6.000000E+04
  1.793374E+02  -2.586404E+00   2.626974E-01   6.000000E+04
  1.948903E+02   9.997458E+00   2.061634E-01   6.000000E+04
  1.935552E+02   7.650179E+00   2.591001E-01   6.000000E+04
  1.716167E+02  -2.019092E+00   2.047426E-01   6.000000E+04
  1.947506E+02  -2.784136E+01   1.682882E-01   6.000000E+04
  1.929177E+02  -4.880343E+00   3.764597E-01   6.000000E+04
  1.842262E+02  -8.008837E+00   3.035786E-01   6.000000E+04
  1.826561E+02   1.607266E+01   3.070559E-01   6.000000E+04
  1.815830E+02  -1.216769E+01   3.857970E-01   6.000000E+04
  1.926257E+02   7.134389E+00   2.561988E-01   6.000000E+04
  1.847363E+02  -1.619910E+01   2.303267E-01   6.000000E+04
  1.951746E+02  -1.775969E+01   2.216380E-01   6.000000E+04
  1.989878E+02  -2.499518E+01   3.563449E-01   6.000000E+04
  1.791938E+02   3.973152E+00   2.807194E-01   6.000000E+04
  1.720841E+02   4.026526E+00   3.819888E-01   6.000000E+04
  1.862182E+02   6.028426E+00   2.706411E-01   6.000000E+04
  1.630835E+02   5.469418E+00   2.175812E-01   6.000000E+04
  1.725265E+02   1.762583E+01   8.151100E-02   6.000000E+04
  1.694516E+02  -1.514049E+00   4.255272E-02   6.000000E+04
  1.826893E+02  -1.864101E+01   9.439724E-02   6.000000E+04
  1.963114E+02  -2.086266E+01   1.669950E-01   6.000000E+04
  1.755176E+02  -1.907343E+01   3.611789E-01   6.000000E+04
  1.717923E+02  -7.169868E+00   2.936257E-01   6.000000E+04
  1.768496E+02   2.847687E+00   3.715913E-01   6.000000E+04
  1.723510E+02   1.030277E+01   1.878686E-01   6.000000E+04
  1.758680E+02   8.153764E+00   3.967246E-01   6.000000E+04
  1.720313E+02  -2.743703E+01   2.588482E-01   6.000000E+04
  1.935860E+02   1.353061E+01   3.195678E-01   6.000000E+04
  1.920052E+02  -5.804433E+00   1.473088E-01   6.000000E+04
  1.867928E+02  -2.354597E+01   4.248398E-01   6.000000E+04
  1.852201E+02  -1.014127E+00   1.747868E-01   6.000000E+04
  1.663134E+02   6.841607E+00   3.484298E-01   6.000000E+04
  2.166989E+02   9.684062E+00   3.003975E-01   6.000000E+04
  1.683872E+02   1.840950E+01   2.233452E-01   6.000000E+04
  1.918773E+02  -2.192399E+01   3.590811E-01   6.000000E+04
  1.986174E+02   1.481989E+01   3.198085E-01   6.000000E+04
  1.561664E+02   3.680179E+00   2.187796E-01   6.000000E+04
  1.971644E+02  -1.954386E+01   1.010998E-01   6.000000E+04
  1.784719E+02   1.022043E+01   2.072355E-01   6.000000E+04
  2.007509E+02  -4.415998E+00   2.225337E-01   6.000000E+04
  1.802858E+02  -7.864117E+00   3.432165E-01   6.000000E+04
  1.860853E+02   1.157738E+00   1.337996E-01   6.000000E+04
  1.784151E+02   1.555748E+01   2.572013E-01   6.000000E+04
  1.888099E+02  -7.233103E-01   3.430254E-01   6.000000E+04
  2.069868E+02  -2.370870E+01   3.878291E-01   6.000000E+04
  1.817719E+02   1.651564E+01   2.252641E-01   6.000000E+04
  1.809959E+02   3.373529E+01   3.606291E-01   6.000000E+04
  2.001923E+02  -2.177029E+01   3.912172E-01   6.000000E+04
  1.883820E+02  -7.419552E+00   3.870765E-01   6.000000E+04
  1.788848E+02   1.176894E+01   1.960633E-01   6.000000E+04
  1.951861E+02   6.809612E+00   1.929452E-01   6.000000E+04
  2.024911E+02  -1.585168E+01   7.162256E-02   6.000000E+04
  1.825947E+02  -3.915624E+00   3.272179E-01   6.000000E+04
  1.849317E+02   2.150361E+01   3.563924E-01   6.000000E+04
  1.656829E+02  -4.107334E+00   3.222277E-01   6.000000E+04
  1.924587E+02   4.085135E+00   1.681413E-01   6.000000E+04
  1.909944E+02  -2.513036E-02   4.460477E-01   6.000000E+04
  1.852592E+02   1.805520E+00   3.089898E-01   6.000000E+04
  1.784733E+02   1.530009E+01   1.890061E-01   6.000000E+04
  1.838743E+02   9.840956E+00   3.726264E-01   6.000000E+04
  1.955924E+02   2.053536E+01   2.297257E-01   6.000000E+04
  1.815231E+02   1.705927E+01   2.543901E-01   6.000000E+04
  2.003307E+02   2.972453E+01   3.377357E-01   6.000000E+04
  2.095041E+02   2.453669E+00   3.850667E-01   6.000000E+04
  1.923875E+02   1.320042E+01   5.269733E-01   6.000000E+04
  1.856405E+02   1.957288E+00   8.552622E-02   6.000000E+04
  1.662289E+02  -6.401974E+00   2.458701E-01   6.000000E+04
  1.798054E+02  -2.989060E+01   2.433090E-01   6.000000E+04
  1.979933E+02   1.718414E+01   2.140889E-01   6.000000E+04
  1.913364E+02   1.384246E+01   2.842810E-01   6.000000E+04
  1.831314E+02   3.222915E+01   3.002863E-01   6.000000E+04
  1.807411E+02   1.259036E+01   5.427474E-01   6.000000E+04
  1.912067E+02  -1.230403E+01   1.587555E-01   6.000000E+04
  1.960204E+02  -4.049154E-01   3.290856E-01   6.000000E+04
  2.032841E+02  -1.486663E+01   2.759486E-01   6.000000E+04
  2.104222E+02   1.633295E+01   2.595526E-01   6.000000E+04
  1.997030E+02   5.522633E+00   3.942008E-01   6.000000E+04
  1.890158E+02  -3.525850E+00   1.311084E-01   6.000000E+04
  1.943534E+02  -1.174374E+01   3.203001E-01   6.000000E+04
  1.668546E+02   8.247217E+00   3.617303E-01   6.000000E+04
